gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.1.1,Errichtung und Aufrechterhaltung eines ISMS,normal-SdT,voll,1.00,GC.1.1,GC.1.1: Errichtung und Aufrechterhaltung eines ISMS,"Die GS++-Anforderung GC.1.1 beschreibt die Pflicht zur Errichtung und Aufrechterhaltung eines ISMS durch Verfahren und Regelungen. Die Kandidaten-Anforderung GC.1.1 ist eine exakte inhaltliche Entsprechung (Identitätsmatch), da sie denselben Wortlaut, dieselbe Struktur (Statement/Guidance) und dieselbe Zielsetzung (Verankerung von Verfahren und Regelungen zur ISMS-Etablierung und -Kontinuität) aufweist.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.2.1,Festlegung des externen Kontextes der Institution,normal-SdT,voll,1.00,GC.2.1,GC.2.1: Festlegung des externen Kontextes der Institution,"Der Kandidat GC.2.1 entspricht inhaltlich exakt der GS++-Anforderung GC.2.1. Sowohl das [statement] als auch die [guidance] (Sammlung, Integration und Priorisierung externer Faktoren wie gesellschaftliche, rechtliche, technologische, wirtschaftliche und ökologische Aspekte) sind identisch.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.2.2,Festlegung des internen Kontextes der Institution,normal-SdT,voll,1.00,GC.2.2,GC.2.2: Festlegung des internen Kontextes der Institution,"Der Kandidat GC.2.2 ist eine identische Übereinstimmung der Zielanforderung. Er deckt sowohl das Statement (Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung interner Rahmenbedingungen) als auch die Guidance (systematische Analyse und Dokumentation von Faktoren wie Strategie, Struktur, Prozesse, IT-Infrastruktur und Kultur) vollständig ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.3.1,Analyse der externen interessierten Parteien,normal-SdT,voll,1.00,GC.3.1,GC.3.1: Analyse der externen interessierten Parteien,"Der Kandidat GC.3.1 ist eine identische Übereinstimmung mit der Zielanforderung. Er deckt sowohl das Statement (Verankerung eines Verfahrens zur Ermittlung externer interessierter Parteien und deren Bedürfnisse/Erwartungen) als auch die Guidance (Beispiele für Parteien wie Gesetzgeber, Kunden, etc. sowie die Bewertung von Relevanz und Priorität zur Festlegung verbindlicher Verpflichtungen) vollständig ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.3.2,Analyse der internen interessierten Parteien,normal-SdT,voll,1.00,GC.3.2,GC.3.2: Analyse der internen interessierten Parteien,"Die Kandidaten-Anforderung [1] GC.3.2 entspricht inhaltlich exakt der Zielanforderung. Sowohl das [statement] (Verankerung eines Verfahrens zur Ermittlung interner interessierter Parteien sowie deren Bedürfnisse und Erwartungen) als auch das [guidance] (Beispiele wie Geschäftsführung, Mitarbeiter, Führungskräfte, Betriebsrat/Personalrat) decken den Zieltext vollständig und ohne Redundanz ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.4.1,Festlegung des Geltungsbereichs,normal-SdT,voll,1.00,GC.4.1,GC.4.1: Festlegung des Geltungsbereichs,"Der Kandidat [1] mit der ID GC.4.1 ist eine exakte inhaltliche Übereinstimmung mit der Zielanforderung GC.4.1. Er deckt sowohl das [statement] (Festlegung des Geltungsbereichs nach Freigabe der Institutionsleitung) als auch die detaillierte [guidance] (formaler/organisatorischer Umfang, Abgrenzung von Geschäftsprozessen, Tätigkeiten, Standorten, Systemen sowie externen Partnern und bewussten Ausschlüssen) vollständig und ohne Redundanz ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,normal-SdT,voll,1.00,GC.5.1,GC.5.1: Vorgehen bei der Infomationssicherheitseinstufung,"Die Kandidaten-Anforderung [1] GC.5.1 ist eine identische Übereinstimmung mit der Ziel-Anforderung GC.5.1. Sie deckt den Kerninhalt (Verankerung eines Verfahrens zur Festlegung von Geschäftsprozessen und der Einstufung des Schutzbedarfs der Prozesse und Informationen) sowie die Guidance (systematische Identifikation, Unterscheidung 'normal' vs. 'hoch', prozessorientierter Ansatz) vollständig ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.5.1.1,Festlegung der Geschäftsprozesse,normal-SdT,voll,1.00,GC.5.1.1,GC.5.1.1: Festlegung der Geschäftsprozesse,Die Anforderung GC.5.1.1 des Zieltextes ist identisch mit dem Inhalt des Kandidaten GC.5.1.1. Beide fordern die Festlegung der für den Geltungsbereich relevanten Geschäftsprozesse durch die Governance und Compliance.,,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,voll,1.00,GC.5.1.2,GC.5.1.2: Festlegung des Schutzbedarfs,"Der Kandidat GC.5.1.2 ist identisch mit der Zielanforderung GC.5.1.2. Er deckt sämtliche Aspekte ab: die Pflicht zur Einstufung von Geschäftsprozessen und Informationsarten unter Berücksichtigung der Geschäftsziele, die Absprache mit der Institutionsleitung, die definierten Stufen („normal“ oder „hoch“), die Kriterien für die Einstufung (existenzbedrohende Schäden/Besonderer Vertraulichkeitsbedarf) sowie die Priorisierung des wichtigsten Geschäftsprozesses.",,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,voll,1.00,GC.5.1.3,GC.5.1.3: Geschäftsprozesse mit hohem Schutzbedarf,Die GS++-Anforderung GC.5.1.3 fordert eine dedizierte Risikobetrachtung für Prozesse oder Informationen mit hohem Schutzbedarf sowie die Festlegung einer Risikomethodik in einem separaten Dokument. Der Kandidat GC.5.1.3 ist identisch mit der Zielanforderung und deckt somit alle Aspekte (dedizierte Risikobetrachtung bei hohem Schutzbedarf und verbindliche Methodik) vollständig ab.,,google/gemma-4-26b-a4b-it,2026-04-22T15:28:19
