gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
ARCH.5.1.8,Inspektion verschlüsselter Verbindungen,normal-SdT,voll,0.47,NET.3.2.A21; NET.3.2.A28; NET.1.1.A12; NET.3.2.A20,NET.3.2.A21: Temporäre Entschlüsselung des Datenverkehrs; NET.3.2.A28: Zentrale Filterung von aktiven Inhalten; NET.1.1.A12: Absicherung ausgehender interner Kommunikation zum Internet; NET.3.2.A20: Absicherung von grundlegenden Internetprotokollen,"Gemittelte Kandidatenscores: NET.3.2.A21=0.47, NET.3.2.A28=0.47, NET.1.1.A12=0.34, NET.3.2.A20=0.34
Model-Entscheidungen:
[gpt-5.4-mini] coverage=voll confidence=0.9400 gs_ids=NET.3.2.A28;NET.3.2.A21
[manual:gspp_compliance_v3approach] coverage=voll confidence=0.6855 gs_ids=NET.3.2.A20;NET.1.1.A12
Model-Begründungen:
[gpt-5.4-mini] NET.3.2.A28 deckt die zentrale Filterung aktiver Inhalte ab und nennt ausdrücklich die Entschlüsselung verschlüsselten Datenverkehrs durch Sicherheitsproxies. NET.3.2.A21 ergänzt dies um die temporäre Entschlüsselung verschlüsselter Verbindungen in nicht vertrauenswürdige Netze, um das Protokoll zu verifizieren und Daten auf Schadsoftware zu prüfen. Zusammen bilden beide Anforderungen den Kern der GS++-Anforderung ""Inspektion verschlüsselter Verbindungen"" ab: verschlüsselten Traffic entschlüsseln, über Proxy/Sicherheitsproxy inspizieren und Inhalte anhand der Sicherheitsziele filtern.","[gpt-5.4-mini] Keine wesentlichen Lücken; die GS++-Beispiele zu HTTPS/TLS-Proxy-Inspektion werden inhaltlich durch die beiden Firewall-Anforderungen abgedeckt. Details zu Endstellen-Inspektion oder konkreten Produktbeispielen sind in den Kandidaten nicht ausgeführt, aber für die fachliche Abdeckung nicht erforderlich.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.2.2.1,Externe Netzanschlüsse,normal-SdT,teilweise,0.79,NET.1.1.A11; CON.7.A7; CON.7.A8; INF.10.A6; NET.1.1.A10; NET.1.1.A18; NET.1.1.A4; NET.1.1.A9; NET.2.1.A15; SYS.3.1.A8; SYS.3.2.1.A28; NET.3.3.A11,NET.1.1.A11: Absicherung eingehender Kommunikation vom Internet in das interne Netz; CON.7.A7: Sicherer Remote-Zugriff auf das Netz der Institution; CON.7.A8: Sichere Nutzung von öffentlichen WLANs; INF.10.A6: Einrichtung sicherer Netzzugänge; NET.1.1.A10: DMZ-Segmentierung für Zugriffe aus dem Internet; NET.1.1.A18: P-A-P-Struktur für die Internet-Anbindung; NET.1.1.A4: Netztrennung in Zonen; NET.1.1.A9: Grundlegende Absicherung der Kommunikation mit nicht vertrauenswürdigen Netzen; NET.2.1.A15: Verwendung eines VPN zur Absicherung von WLANs; SYS.3.1.A8: Sicherer Anschluss von Laptops an Datennetze; SYS.3.2.1.A28: Verwendung der Filteroption für Webseiten; NET.3.3.A11: Sichere Anbindung eines externen Netzes,"Gemittelte Kandidatenscores: NET.1.1.A11=0.79, CON.7.A7=0.43, CON.7.A8=0.43, INF.10.A6=0.43, NET.1.1.A10=0.43, NET.1.1.A18=0.43, NET.1.1.A4=0.43, NET.1.1.A9=0.43, NET.2.1.A15=0.43, SYS.3.1.A8=0.43, SYS.3.2.1.A28=0.43, NET.3.3.A11=0.36
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8600 gs_ids=NET.1.1.A4;NET.1.1.A9;NET.1.1.A10;NET.1.1.A11;NET.1.1.A18;CON.7.A7;CON.7.A8;NET.2.1.A15;SYS.3.1.A8;SYS.3.2.1.A28;INF.10.A6
[manual:gspp_compliance_v3approach] coverage=voll confidence=0.7116 gs_ids=NET.3.3.A11;NET.1.1.A11
Model-Begründungen:
[gpt-5.4-mini] Die Anforderungen NET.1.1.A4, NET.1.1.A9, NET.1.1.A10, NET.1.1.A11 und NET.1.1.A18 decken Teile des Themas Netzdesign und externe Netzanbindungen ab: Sie regeln Zonentrennung, DMZ, sichere Kommunikationskanäle, VPN-Zugriffe und P-A-P-Strukturen, also technische Schutzmaßnahmen an Internet- und externen Netzanschlüssen. CON.7.A7, CON.7.A8, NET.2.1.A15, SYS.3.1.A8 und SYS.3.2.1.A28 behandeln sichere mobile bzw. WLAN-basierte Zugänge, bei denen eine VPN-Nutzung bzw. die Absicherung direkter Internetzugänge relevant ist. INF.10.A6 adressiert ebenfalls die Verhinderung unerwünschter gleichzeitiger Verbindungen von internem Netz und Internet in Räumen mit externen Anschlüssen. Insgesamt wird damit das Ziel der Einschränkung von Verbindungen über externe Netzanschlüsse in mehreren Szenarien abgedeckt, jedoch nicht vollständig auf architektonischer Ebene für alle externen Netzanschlüsse im Sinne einer generellen Netzentwurfsregel.","[gpt-5.4-mini] Nicht vollständig abgedeckt ist die generelle, übergreifende Architekturvorgabe, externe Netzanschlüsse als solche flächendeckend zu beschränken. Die Kandidaten regeln vor allem konkrete Ausprägungen (Internet-/DMZ-Anbindung, VPN, WLAN, mobile Endgeräte, Besprechungsräume), aber keine einheitliche, allgemeine Designregel für alle externen Anschlussarten und alle Segmentgrenzen. Zudem ist die GS++-Formulierung eher als globale Architekturleitlinie formuliert, während mehrere Kandidaten nur Spezialfälle oder Einzelmaßnahmen adressieren.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.1.1.1,Dokumentation,normal-SdT,teilweise,0.45,APP.2.1.A1; APP.6.A10; APP.7.A6; CON.10.A11; CON.8.A12; DER.3.1.A6; DER.4.A12; IND.1.A11; NET.1.2.A12; SYS.1.1.A11; SYS.4.4.A6,APP.2.1.A1: Erstellung einer Sicherheitsrichtlinie für Verzeichnisdienste; APP.6.A10: Erstellung einer Sicherheitsrichtlinie für den Einsatz der Software; APP.7.A6: Dokumentation der Anforderungen an die Individualsoftware; CON.10.A11: Softwarearchitektur einer Webanwendung; CON.8.A12: Ausführliche Dokumentation; DER.3.1.A6: Definition der Prüfungsgrundlage und eines einheitlichen Bewertungsschemas; DER.4.A12: Dokumentation im Notfallmanagement-Prozess; IND.1.A11: Sichere Beschaffung und Systementwicklung; NET.1.2.A12: Ist-Aufnahme und Dokumentation des Netzmanagements; SYS.1.1.A11: Festlegung einer Sicherheitsrichtlinie für Server; SYS.4.4.A6: Aufnahme von IoT-Geräten in die Sicherheitsrichtlinie der Institution,"Gemittelte Kandidatenscores: APP.2.1.A1=0.45, APP.6.A10=0.45, APP.7.A6=0.45, CON.10.A11=0.45, CON.8.A12=0.45, DER.3.1.A6=0.45, DER.4.A12=0.45, IND.1.A11=0.45, NET.1.2.A12=0.45, SYS.1.1.A11=0.45, SYS.4.4.A6=0.45
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8900 gs_ids=APP.6.A10;APP.2.1.A1;CON.8.A12;DER.4.A12;NET.1.2.A12;IND.1.A11;CON.10.A11;APP.7.A6;DER.3.1.A6;SYS.1.1.A11;SYS.4.4.A6
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] Die Kandidaten decken den Kernaspekt „Dokumentation von Verfahren und Regelungen“ in mehreren fachlichen Ausprägungen ab: APP.6.A10 verlangt die Zusammenfassung von Einsatz- und Betriebsregeln in einer Sicherheitsrichtlinie; APP.2.1.A1 fordert eine Sicherheitsrichtlinie für den Verzeichnisdienst; CON.8.A12, CON.10.A11 und APP.7.A6 behandeln die Dokumentation von Entwicklungs-/Architektur- und Anforderungsinhalten; NET.1.2.A12, IND.1.A11, DER.4.A12, DER.3.1.A6, SYS.1.1.A11 und SYS.4.4.A6 verlangen die Dokumentation von Zuständen, Verfahren, Richtlinien oder Prüfschemata in konkreten Domänen. Damit wird die generelle Pflicht zur Dokumentation organisatorischer Regeln inhaltlich klar berührt. Allerdings adressiert keine der Anforderungen die GS++-Aussage in der Breite als allgemeine Dokumentationspflicht für Verfahren und Regelungen der Architektur ohne Domänenbindung; die Kandidaten sind überwiegend domänenspezifisch oder betreffen andere Regelungsarten (z. B. Auditbewertung, Entwicklungsdokumentation, Richtlinien für einzelne Technologien).","[gpt-5.4-mini] Nicht vollständig abgedeckt sind die allgemeine, domänenübergreifende Dokumentation aller Architektur-Verfahren und -Regelungen sowie die explizite Zielsetzung der Verbindlichkeit/Wiederholbarkeit als allgemeine organisatorische Anforderung. Mehrere Kandidaten sind auf spezifische Teilbereiche begrenzt (Software, Netz, Server, IoT, Audit, Notfallmanagement) und ersetzen keine generische Architektur-Dokumentation.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.5.1.12,Software-definierte Verbindungen,erhöht,teilweise,0.43,NET.3.2.A2; OPS.1.2.5.A25; SYS.3.1.A3,NET.3.2.A2: Festlegen der Firewall-Regeln; OPS.1.2.5.A25: Entkopplung der Kommunikation bei der Fernwartung; SYS.3.1.A3: Einsatz von Personal Firewalls,"Gemittelte Kandidatenscores: NET.3.2.A2=0.43, OPS.1.2.5.A25=0.43, SYS.3.1.A3=0.43
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8600 gs_ids=NET.3.2.A2;SYS.3.1.A3;OPS.1.2.5.A25
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] NET.3.2.A2 deckt die grundsätzliche technische Einschränkung von Kommunikationsverbindungen über festgelegte Firewall-Regeln ab. SYS.3.1.A3 ergänzt dies durch die restriktive Filterung auf Endgeräten mittels Personal Firewall. OPS.1.2.5.A25 passt insofern, als über Sprungserver die Kommunikation entkoppelt und nur über vertrauenswürdige Systeme zugelassen wird. Gemeinsam bilden diese Anforderungen jedoch nur statische bzw. regelbasierte Zugriffsbeschränkungen ab; die zentrale GS++-Forderung nach dynamischen Kriterien, also kontextabhängiger Bewertung aktueller Merkmale wie Gerätezustand, Auslastung, Standort oder Risiko, wird nicht beschrieben.","[gpt-5.4-mini] Nicht abgedeckt sind die dynamische Entscheidungslogik und kontextabhängige/policy-basierte Bewertung von Verbindungen (z. B. device posture, aktuelle Auslastung, Standort, Risikobewertung), wie sie für software-definierte Verbindungen wesentlich ist. Die Kandidaten behandeln nur statische Allowlist-/Filter- oder Segmentierungsmechanismen.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.2.2.11,Physische Segmentierung,erhöht,teilweise,0.45,INF.14.A28; INF.14.A6; NET.1.1.A32; NET.1.1.A4; NET.1.2.A32; NET.1.2.A33; SYS.1.5.A15; SYS.1.5.A4; SYS.1.8.A15; SYS.2.5.A2; NET.1.1.A22; NET.1.1.A23; NET.1.1.A31; NET.1.1.A33,INF.14.A28: Physische Trennung der GA; INF.14.A6: Separierung von Netzen der GA; NET.1.1.A32: Physische Trennung von Management-Netzsegmenten; NET.1.1.A4: Netztrennung in Zonen; NET.1.2.A32: Physische Trennung des Managementnetzes; NET.1.2.A33: Physische Trennung von Management-Segmenten; SYS.1.5.A15: Betrieb von Gast-Betriebssystemen mit unterschiedlichem Schutzbedarf; SYS.1.5.A4: Sichere Konfiguration eines Netzes für virtuelle Infrastrukturen; SYS.1.8.A15: Sichere Trennung von Mandanten in Speicherlösungen; SYS.2.5.A2: Planung der verwendeten Netze für virtuelle Clients; NET.1.1.A22: Spezifikation des Segmentierungskonzepts; NET.1.1.A23: Trennung von Netzsegmenten; NET.1.1.A31: Physische Trennung von Netzsegmenten; NET.1.1.A33: Mikrosegmentierung des Netzes,"Gemittelte Kandidatenscores: INF.14.A28=0.45, INF.14.A6=0.45, NET.1.1.A32=0.45, NET.1.1.A4=0.45, NET.1.2.A32=0.45, NET.1.2.A33=0.45, SYS.1.5.A15=0.45, SYS.1.5.A4=0.45, SYS.1.8.A15=0.45, SYS.2.5.A2=0.45, NET.1.1.A22=0.34, NET.1.1.A23=0.34, NET.1.1.A31=0.34, NET.1.1.A33=0.34
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8900 gs_ids=INF.14.A28;NET.1.1.A4;NET.1.2.A32;NET.1.1.A32;NET.1.2.A33;SYS.2.5.A2;SYS.1.5.A4;SYS.1.5.A15;INF.14.A6;SYS.1.8.A15
[manual:gspp_compliance_v3approach] coverage=teilweise confidence=0.6711 gs_ids=NET.1.1.A31;NET.1.1.A23;NET.1.1.A33;NET.1.1.A22
Model-Begründungen:
[gpt-5.4-mini] Die GS++-Anforderung ARCH.2.2.11 fordert, Netzsegmente nach Möglichkeit physisch zu trennen, um Umgehungen der Netztrennung durch virtuelle Vernetzung zu erschweren. Inhaltlich passen dazu insbesondere NET.1.1.A4 (physische Trennung von internen Netz, DMZ und Außenanbindungen), NET.1.1.A32 und NET.1.2.A32 sowie NET.1.2.A33 (physische Trennung von Management- bzw. Management-Segmenten), INF.14.A28 (physisch getrennte GA-Netze), INF.14.A6 (bei Gebäudenetzen teils logische/teils physische Separierung), SYS.2.5.A2 und SYS.1.5.A4 (Vermeidung von Umgehung der Netztrennung in Virtualisierungsumgebungen), SYS.1.5.A15 (ausreichend sichere Netztrennung bei gemeinsam betriebenen Gast-OS) sowie SYS.1.8.A15 (Netzsegmentierung zur Mandantentrennung in Speicher-/IP-iSCSI-Umgebungen). Diese Anforderungen treffen den Kern 'physische Segmentierung' bzw. 'verhindern von Umgehung über virtuelle Netze' in verschiedenen technischen Domänen.","[gpt-5.4-mini] Nicht vollständig abgedeckt ist der allgemeine, domänenübergreifende Grundsatz der physischen Segmentierung für beliebige Netzsegmente als Architekturprinzip. Mehrere Kandidaten sind nur auf Spezialfälle begrenzt (Management-Netze, GA, virtuelle Clients, Speicherlösungen) oder verlangen nur 'physische Trennung' unter bestimmten Bedingungen. Eine explizite, generische Architekturforderung, alle relevanten Netzsegmente physisch statt nur logisch zu trennen, ist durch die Kandidaten nur teilweise abgedeckt.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.2.2.9,Segmentierung von IPv4 und IPv6,normal-SdT,teilweise,0.44,NET.1.1.A20; NET.3.2.A17,NET.1.1.A20: Zuweisung dedizierter Subnetze für IPv4/IPv6-Endgerätegruppen; NET.3.2.A17: Deaktivierung von IPv4 oder IPv6,"Gemittelte Kandidatenscores: NET.1.1.A20=0.44, NET.3.2.A17=0.44
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8800 gs_ids=NET.1.1.A20;NET.3.2.A17
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] NET.1.1.A20 adressiert die Zuordnung unterschiedlicher IPv4-/IPv6-Endgerätegruppen zu dedizierten Subnetzen und trifft damit den Kern der gewünschten Segmentierung nach Protokoll. NET.3.2.A17 ergänzt dies, indem nicht benötigtes IPv4 oder IPv6 an Firewall-Netzzugangspunkten deaktiviert werden soll; das unterstützt die Einschränkung von Verbindungen zwischen IPv4 und IPv6 ebenfalls technisch. Beide Anforderungen zielen jedoch primär auf Trennung bzw. Abschaltung von Protokollen oder Protokollnutzung, nicht ausdrücklich auf eine allgemeine Architekturvorgabe zur Einschränkung aller Verbindungen zwischen IPv4- und IPv6-Segmenten in jedem Fall.","[gpt-5.4-mini] Nicht vollständig abgedeckt ist die explizite Vorgabe, Verbindungen zwischen IPv4- und IPv6-Segmenten generell architektonisch zu beschränken, auch wenn beide Protokolle parallel benötigt werden. Die Kandidaten behandeln vor allem dedizierte Subnetze bzw. Deaktivierung ungenutzter Protokolle, nicht die umfassende Regelung aller Interaktionen zwischen IPv4- und IPv6-Bereichen.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ARCH.2.2.8,Segmentierung von Test und Betrieb,normal-SdT,teilweise,0.42,APP.4.4.A1; INF.14.A6; NET.4.2.A16; OPS.1.1.6.A13; SYS.1.7.A33,APP.4.4.A1: Planung der Separierung der Anwendungen; INF.14.A6: Separierung von Netzen der GA; NET.4.2.A16: Trennung des Daten- und VoIP-Netzes; OPS.1.1.6.A13: Trennung der Testumgebung von der Produktivumgebung; SYS.1.7.A33: Trennung von Test- und Produktionssystemen unter z/OS,"Gemittelte Kandidatenscores: APP.4.4.A1=0.42, INF.14.A6=0.42, NET.4.2.A16=0.42, OPS.1.1.6.A13=0.42, SYS.1.7.A33=0.42
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8400 gs_ids=OPS.1.1.6.A13;APP.4.4.A1;INF.14.A6;NET.4.2.A16;SYS.1.7.A33
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] OPS.1.1.6.A13 deckt die Trennung der Testumgebung von der Produktivumgebung im Software-Testprozess direkt ab. APP.4.4.A1 behandelt ebenfalls die Separierung von Test- und Produktions-Betriebsumgebungen und nennt ausdrücklich die passende Netz-/Cluster-Architektur. INF.14.A6 und NET.4.2.A16 sind passende Netzsegmentierungs-Anforderungen, da sie die logische Trennung von Netzen und die kontrollierte Kommunikation zwischen Segmenten bzw. zwischen VoIP- und Datennetz regeln; sie stützen damit den Aspekt der Einschränkung von Verbindungen zwischen Umgebungen. SYS.1.7.A33 ist inhaltlich ähnlich, da es die Trennung von Test- und Produktionssystemen unter z/OS fordert. Zusammen adressieren die Kandidaten den Kern der geforderten Segmentierung zwischen Test und Betrieb.","[gpt-5.4-mini] Die GS++-Anforderung ist bewusst allgemein für die Netzarchitektur formuliert und spricht explizit von Verbindungen zwischen Testumgebungen und Betrieb. Die Kandidaten decken dies zwar in Teilen ab, aber nicht als einheitliche, generische Architekturvorgabe für alle Umgebungen und Technologien. NET.4.2.A16 ist fachlich auf VoIP beschränkt, SYS.1.7.A33 auf z/OS, und OPS.1.1.6.A13 bzw. APP.4.4.A1 sind stärker auf Software-Test/Container-Umgebungen fokussiert als auf allgemeine Netzwerksegmentierung. Daher keine vollständige Abdeckung.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ASST.2.2.1,Aufdecken unautorisierter IT-Systeme,normal-SdT,teilweise,0.48,OPS.1.1.1.A6,OPS.1.1.1.A6: Durchführung des IT-Asset-Managements,"Gemittelte Kandidatenscores: OPS.1.1.1.A6=0.48
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.9600 gs_ids=OPS.1.1.1.A6
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] OPS.1.1.1.A6 passt inhaltlich am besten, weil es die Erstellung, regelmäßige Prüfung und Pflege einer vollständigen Übersicht aller vorhandenen IT-Assets fordert. Damit wird das Inventarisieren und das Erkennen nicht erfasster bzw. unbekannter Systeme organisatorisch unterstützt. Die GS++-Anforderung ASST.2.2.1 verlangt jedoch speziell das aktive Aufdecken unautorisierter IT-Systeme im Netz, z. B. mittels Netzscans, passiver Analyse oder WLAN-Erkennung, sowie die anschließende Behandlung der Funde. Diese detektivisch-technischen Aspekte werden von OPS.1.1.1.A6 nicht vollständig abgedeckt.","[gpt-5.4-mini] Nicht abgedeckt sind die konkreten Maßnahmen zum Aufdecken unautorisierter Systeme (aktive/passive Netzüberwachung, WLAN-Detektion) sowie die Behandlung gefundener Systeme wie Quarantäne, Entfernung oder nachträgliche Autorisierung.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ASST.7.1,Nicht mehr benötigte Anwendungen,normal-SdT,teilweise,0.43,APP.6.A13; SYS.1.9.A15; SYS.2.1.A16; SYS.3.2.2.A7; SYS.4.4.A13,APP.6.A13: Deinstallation von Software; SYS.1.9.A15: Härtung des Terminalservers; SYS.2.1.A16: Deaktivierung und Deinstallation nicht benötigter Komponenten und Kennungen; SYS.3.2.2.A7: Installation von Apps; SYS.4.4.A13: Deaktivierung und Deinstallation nicht benötigter Komponenten,"Gemittelte Kandidatenscores: APP.6.A13=0.43, SYS.1.9.A15=0.43, SYS.2.1.A16=0.43, SYS.3.2.2.A7=0.43, SYS.4.4.A13=0.43
Model-Entscheidungen:
[gpt-5.4-mini] coverage=teilweise confidence=0.8700 gs_ids=APP.6.A13;SYS.2.1.A16;SYS.1.9.A15;SYS.3.2.2.A7;SYS.4.4.A13
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] APP.6.A13 passt inhaltlich am direktesten, weil es die Deinstallation von Software und das Entfernen nicht mehr benötigter Dateien/Einträge regelt. SYS.2.1.A16 ergänzt dies für Clients um die Deinstallation nicht benötigter Programme, Dienste und Kennungen, SYS.1.9.A15 für Terminalserver und SYS.4.4.A13 für IoT-Geräte mit nicht benötigten Anwendungen/Diensten. SYS.3.2.2.A7 adressiert zusätzlich die verwaltete Deinstallation von Apps per MDM. Zusammen decken diese Anforderungen den Kern der geforderten Deinstallation nicht mehr benötigter Anwendungsinstanzen ab, aber nicht vollständig die GS++-Spezifika wie die explizite Behandlung von Cloud-Instanzen außerhalb der Kontrolle der Institution, das vollständige Entfernen aller zugehörigen Konfigurationen/Zugriffsrechte als geregelter Prozess über alle Umgebungen hinweg sowie die allgemeine, bausteinübergreifende Anforderung für alle Anwendungstypen.","[gpt-5.4-mini] Nicht vollständig abgedeckt sind insbesondere: geregelte Löschung aller zugehörigen Konfigurationen und Berechtigungen, explizite Berücksichtigung von Cloud-Anwendungsinstanzen ohne eigene Kontrolle inklusive Löschung der Daten in der Cloud, sowie eine allgemeingültige Vorgabe für sämtliche Plattformen und Anwendungstypen jenseits der spezifischen Domänen Client/Terminalserver/IoT/MDM/Allgemeine Software.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
ASST.2.1.1,Informationsverantwortung,normal-SdT,teilweise,0.48,ORP.1.A2,ORP.1.A2: Zuweisung der Zuständigkeiten,"Gemittelte Kandidatenscores: ORP.1.A2=0.48
Model-Entscheidungen:
[gpt-5.4-mini] coverage=voll confidence=0.9700 gs_ids=ORP.1.A2
[manual:gspp_compliance_v3approach] coverage=keine confidence=0.0000 gs_ids=
Model-Begründungen:
[gpt-5.4-mini] ORP.1.A2 deckt die zentrale Kernforderung ab, für alle Geschäftsprozesse, Anwendungen, IT-Systeme und Kommunikationsverbindungen festzulegen, wer zuständig ist, und diese Zuständigkeiten den Mitarbeitenden bekannt zu machen. Das entspricht inhaltlich der GS++-Anforderung ASST.2.1.1 zur Zuweisung der Zuständigkeit für die Verarbeitung von Informationen und Assets bzw. zum Asset Ownership. Die geforderte klare Zuständigkeit für Informationen kann über die Zuordnung zu Prozessen, Anwendungen und Systemen umgesetzt werden, wie auch in der GS++-Guidance beschrieben.","[gpt-5.4-mini] Die GS-Anforderung nennt Informationen und Assets nicht explizit als eigenständige Inventarobjekte, sondern ordnet Zuständigkeiten über Prozesse, Anwendungen, IT-Systeme und Verbindungen zu. Inhaltlich ist der Verantwortungsaspekt jedoch voll getroffen.",gpt-5.4-mini+manual:gspp_compliance_v3approach,2026-04-22T10:55:35
