gspp_id,gspp_title,gspp_level,coverage,confidence,gs_id,gs_title,gs_baustein,gs_level,rationale,gap_notes,decision,discriminator_reasoning,original_model,discriminator_model,timestamp
GC.1.1,Errichtung und Aufrechterhaltung eines ISMS,normal-SdT,voll,1.00,GC.1.1,Errichtung und Aufrechterhaltung eines ISMS,,normal-SdT,"Die GS++-Anforderung GC.1.1 beschreibt die Pflicht zur Errichtung und Aufrechterhaltung eines ISMS durch Verfahren und Regelungen. Die Kandidaten-Anforderung GC.1.1 ist eine exakte inhaltliche Entsprechung (Identitätsmatch), da sie denselben Wortlaut, dieselbe Struktur (Statement/Guidance) und dieselbe Zielsetzung (Verankerung von Verfahren und Regelungen zur ISMS-Etablierung und -Kontinuität) aufweist.",,keep,"Diese Anforderung ist eine exakte inhaltliche Entsprechung des Zieltexts und deckt alle Kernaspekte ab: Verankerung von Verfahren und Regelungen zur Errichtung sowie Aufrechterhaltung eines ISMS. Da im Set kein weiterer Kandidat vorhanden ist, wäre ohne sie kein Kernaspekt abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.2.1,Festlegung des externen Kontextes der Institution,normal-SdT,voll,1.00,GC.2.1,Festlegung des externen Kontextes der Institution,,normal-SdT,"Der Kandidat GC.2.1 entspricht inhaltlich exakt der GS++-Anforderung GC.2.1. Sowohl das [statement] als auch die [guidance] (Sammlung, Integration und Priorisierung externer Faktoren wie gesellschaftliche, rechtliche, technologische, wirtschaftliche und ökologische Aspekte) sind identisch.",,keep,"Notwendig, da dieser Kandidat den Zieltext vollständig und exakt abdeckt. Es gibt keinen anderen Kandidaten im Set, der die Anforderungen zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen ersetzt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.2.2,Festlegung des internen Kontextes der Institution,normal-SdT,voll,1.00,GC.2.2,Festlegung des internen Kontextes der Institution,,normal-SdT,"Der Kandidat GC.2.2 ist eine identische Übereinstimmung der Zielanforderung. Er deckt sowohl das Statement (Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung interner Rahmenbedingungen) als auch die Guidance (systematische Analyse und Dokumentation von Faktoren wie Strategie, Struktur, Prozesse, IT-Infrastruktur und Kultur) vollständig ab.",,keep,"Einziger Kandidat und identische Abdeckung der Zielanforderung: Verfahren zur Sammlung, Integration und Priorisierung interner Rahmenbedingungen sowie Analyse/Dokumentation von Strategie, Struktur, Prozessen, IT-Infrastruktur und Sicherheitskultur. Ohne diesen Kandidaten gehen alle Kernaspekte verloren.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.3.1,Analyse der externen interessierten Parteien,normal-SdT,voll,1.00,GC.3.1,Analyse der externen interessierten Parteien,,normal-SdT,"Der Kandidat GC.3.1 ist eine identische Übereinstimmung mit der Zielanforderung. Er deckt sowohl das Statement (Verankerung eines Verfahrens zur Ermittlung externer interessierter Parteien und deren Bedürfnisse/Erwartungen) als auch die Guidance (Beispiele für Parteien wie Gesetzgeber, Kunden, etc. sowie die Bewertung von Relevanz und Priorität zur Festlegung verbindlicher Verpflichtungen) vollständig ab.",,keep,"Einziger Kandidat und identische Abdeckung der Zielanforderung: Verfahren zur Ermittlung aller externen interessierten Parteien sowie ihrer Bedürfnisse/Erwartungen, inkl. Bewertung von Relevanz/Priorität und Aufnahme verbindlicher Verpflichtungen ins ISMS. Ohne diesen Kandidaten geht kein Kernaspekt verloren, da kein weiterer Kandidat vorhanden ist.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.3.2,Analyse der internen interessierten Parteien,normal-SdT,voll,1.00,GC.3.2,Analyse der internen interessierten Parteien,,normal-SdT,"Die Kandidaten-Anforderung [1] GC.3.2 entspricht inhaltlich exakt der Zielanforderung. Sowohl das [statement] (Verankerung eines Verfahrens zur Ermittlung interner interessierter Parteien sowie deren Bedürfnisse und Erwartungen) als auch das [guidance] (Beispiele wie Geschäftsführung, Mitarbeiter, Führungskräfte, Betriebsrat/Personalrat) decken den Zieltext vollständig und ohne Redundanz ab.",,keep,"Dieser Kandidat deckt die vollständige Zielanforderung ab: Er fordert ein Verfahren zum Ermitteln aller internen interessierten Parteien sowie ihrer Bedürfnisse und Erwartungen an das Informationssicherheitsmanagement. Zudem enthält er die passenden Beispiele im Guidance-Teil. Da im Set kein anderer Kandidat vorhanden ist, ist er notwendig.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.4.1,Festlegung des Geltungsbereichs,normal-SdT,voll,1.00,GC.4.1,Festlegung des Geltungsbereichs,,normal-SdT,"Der Kandidat [1] mit der ID GC.4.1 ist eine exakte inhaltliche Übereinstimmung mit der Zielanforderung GC.4.1. Er deckt sowohl das [statement] (Festlegung des Geltungsbereichs nach Freigabe der Institutionsleitung) als auch die detaillierte [guidance] (formaler/organisatorischer Umfang, Abgrenzung von Geschäftsprozessen, Tätigkeiten, Standorten, Systemen sowie externen Partnern und bewussten Ausschlüssen) vollständig und ohne Redundanz ab.",,keep,"Einziger Kandidat im Set und exakte Abdeckung der Kernaspekte: Festlegung des ISMS-Geltungsbereichs nach Freigabe der Institutionsleitung sowie die inhaltliche Abgrenzung von Bereichen, Prozessen, Standorten, Systemen, externen Partnern und Ausschlüssen. Ohne diesen Kandidaten wäre der Zieltext nicht abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,normal-SdT,voll,1.00,GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,,normal-SdT,"Die Kandidaten-Anforderung [1] GC.5.1 ist eine identische Übereinstimmung mit der Ziel-Anforderung GC.5.1. Sie deckt den Kerninhalt (Verankerung eines Verfahrens zur Festlegung von Geschäftsprozessen und der Einstufung des Schutzbedarfs der Prozesse und Informationen) sowie die Guidance (systematische Identifikation, Unterscheidung 'normal' vs. 'hoch', prozessorientierter Ansatz) vollständig ab.",,keep,"Dieser Kandidat ist eine identische Übereinstimmung mit der Zielanforderung und deckt alle Kernaspekte ab: Verankerung eines Verfahrens, Festlegung von Geschäftsprozessen, Einstufung des Schutzbedarfs der Geschäftsprozesse und der verarbeiteten Informationen sowie den prozessorientierten Ansatz mit 'normal' und 'hoch'. Ohne diesen Kandidaten wäre kein anderer im Set vorhanden, daher ist er notwendig.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.5.1.1,Festlegung der Geschäftsprozesse,normal-SdT,voll,1.00,GC.5.1.1,Festlegung der Geschäftsprozesse,,normal-SdT,Die Anforderung GC.5.1.1 des Zieltextes ist identisch mit dem Inhalt des Kandidaten GC.5.1.1. Beide fordern die Festlegung der für den Geltungsbereich relevanten Geschäftsprozesse durch die Governance und Compliance.,,keep,Der Kandidat ist identisch mit dem Zieltext und deckt den einzigen Kernaspekt vollständig ab: die Festlegung der für den Geltungsbereich relevanten Geschäftsprozesse durch Governance und Compliance. Ohne ihn würde der Kerninhalt verloren gehen.,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,voll,1.00,GC.5.1.2,Festlegung des Schutzbedarfs,,normal-SdT,"Der Kandidat GC.5.1.2 ist identisch mit der Zielanforderung GC.5.1.2. Er deckt sämtliche Aspekte ab: die Pflicht zur Einstufung von Geschäftsprozessen und Informationsarten unter Berücksichtigung der Geschäftsziele, die Absprache mit der Institutionsleitung, die definierten Stufen („normal“ oder „hoch“), die Kriterien für die Einstufung (existenzbedrohende Schäden/Besonderer Vertraulichkeitsbedarf) sowie die Priorisierung des wichtigsten Geschäftsprozesses.",,keep,"Notwendig, da es der einzige Kandidat im Set ist und die Zielanforderung vollständig abdeckt: Festlegung des Schutzbedarfs für relevante Geschäftsprozesse und Informationsarten unter Berücksichtigung der Geschäftsziele, in Absprache mit der Institutionsleitung, inklusive Einstufung in 'normal'/'hoch' und der zugehörigen Kriterien.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,voll,1.00,GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,,normal-SdT,Die GS++-Anforderung GC.5.1.3 fordert eine dedizierte Risikobetrachtung für Prozesse oder Informationen mit hohem Schutzbedarf sowie die Festlegung einer Risikomethodik in einem separaten Dokument. Der Kandidat GC.5.1.3 ist identisch mit der Zielanforderung und deckt somit alle Aspekte (dedizierte Risikobetrachtung bei hohem Schutzbedarf und verbindliche Methodik) vollständig ab.,,keep,"Dieser Kandidat ist identisch mit der Zielanforderung und deckt beide Kernaspekte vollständig ab: die dedizierte Risikobetrachtung für Geschäftsprozesse bzw. Informationsarten mit hohem Schutzbedarf sowie die Vorgabe verbindlicher Risikomethodik in einem separaten Dokument. Es gibt keinen anderen Kandidaten im Set, daher ist er notwendig.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
