gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.1.1,Errichtung und Aufrechterhaltung eines ISMS,normal-SdT,teilweise,0.90,IND.1.A1; OPS.2.3.A6,IND.1.A1: Einbindung in die Sicherheitsorganisation; OPS.2.3.A6: Festlegung von Sicherheitsanforderungen und Erstellung eines Sicherheitskonzeptes für das Outsourcing-Vorhaben,"Die Grundschutz++-Anforderung beschreibt die Errichtung und Aufrechterhaltung eines ISMS, was umfassender ist als die in den IT-Grundschutz genannten Aspekte.","Die vorgestellten Bausteine adressieren spezifische Elemente eines ISMS, jedoch decken sie nicht alle Aspekte der Errichtung und Aufrechterhaltung (wie beispielsweise die Beschreibung der Regelungen und kontinuierliche Überprüfung) ab.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.2.1,Festlegung des externen Kontextes der Institution,normal-SdT,teilweise,0.90,ORP.5.A4; ORP.5.A1,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A1: Identifikation der Rahmenbedingungen,"Während ORP.5.A4 und ORP.5.A1 Aspekte des Compliance- und Rahmenbedingungen-Managements adressieren, decken sie nicht vollständig die Analyse breiter externer Faktoren ab, wie dies GC.2.1 verlangt.","Die GC.2.1 betont spezifisch die systematische Analyse und Dokumentation einer Vielzahl von externen Faktoren (z. B. gesellschaftliche, technologische, ökonomische), während die erwähnten ITGS-Anforderungen sich primär auf gesetzliche, vertragliche und sicherheitsbezogene Rahmenbedingungen konzentrieren. Ein übergreifender Ansatz zur Identifikation und Integration all dieser Faktoren im breiteren Informationssicherheitsmanagement fehlt jedoch in den Klassikern der Grundschutz-Kandidaten vollständig.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.2.2,Festlegung des internen Kontextes der Institution,normal-SdT,teilweise,0.90,11,,"Die Anforderung ISMS.1.A2 aus dem Baustein ISMS Sicherheitsmanagement bezieht sich auf die Definition von Sicherheitszielen und Strategien sowie die Berücksichtigung organisatorischer Rahmenbedingungen. Dies deckt einen Teilaspekt der GC.2.2-Anforderung zur Festlegung des internen Kontextes ab, speziell in Bezug auf die Strategie und Ziele. Jedoch fehlen spezifische Anforderungen zur umfassenden Analyse und Dokumentation von internen Rahmenbedingungen, wie sie in der Grundschutz++-Anforderung gefordert werden.",Es fehlen Details zur systematischen Analyse und Dokumentation der internen Rahmenbedingungen und wie diese Priorisierung erfolgen soll.,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.3.1,Analyse der externen interessierten Parteien,normal-SdT,teilweise,0.90,ORP.5.A4; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen,"Die Anforderungen ORP.5.A4 und ORP.5.A2 beziehen sich auf das Identifizieren von relevanten gesetzlichen und vertraglichen Vorgaben sowie die Einhaltung und Umsetzung dieser als Teil des Compliance Managements. Dies überschneidet sich mit dem Verfahren, externe interessierte Parteien zu analysieren und deren Erwartungen in das ISMS einfließen zu lassen, wie von GC.3.1 beschrieben. Allerdings decken die genannten Anforderungen nicht explizit die Notwendigkeit ab, die Interessen und Bedürfnisse von externen Parteien auch außerhalb der gesetzlichen und vertraglichen Anforderungen einzubeziehen.","Es fehlt die spezifische Vorgabe zur Analyse und priorisierten Berücksichtigung von Erwartungen von Parteien wie z.B. der Öffentlichkeit, die nicht direkt gesetzliche oder vertragliche Vorgaben darstellen. Außerdem fehlt der Aspekt der Ableitung von Verbindlichkeiten basierend auf den Erwartungen dieser Parteien für das ISMS explizit in den identifizierten Anforderungen.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.3.2,Analyse der internen interessierten Parteien,normal-SdT,keine,0.95,,,Die Grundschutz++-Anforderung GC.3.2 zielt spezifisch auf die Ermittlung und Analyse interner interessierter Parteien innerhalb eines Informationssicherheitsmanagementsystems. Keine der gelisteten IT-Grundschutz-Anforderungen behandelt diesen Aspekt in ausreichender Übereinstimmung hinsichtlich des spezifischen Fokus auf evaluierte interne Interessen und deren Einfluss auf das ISMS.,"Die existierenden Bausteine fokussieren auf generelle Compliance und Sicherheitsmanagementaspekte, jedoch nicht auf die dezidierte Analyse interner interessierter Parteien und deren Anforderungen.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.4.1,Festlegung des Geltungsbereichs,normal-SdT,teilweise,0.80,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die Anforderung ISMS.1.A3 aus dem Grundschutz-Kompendium 2023 adressiert die Erstellung einer Leitlinie zur Informationssicherheit, welche den klaren Geltungsbereich festlegen muss. Diese deckt jedoch lediglich den Aspekt der Definition des Geltungsbereichs im Rahmen einer Sicherheitsleitlinie ab.","Die GS++-Anforderung inkludiert zusätzliche Spezifikationen, wie beispielsweise die infrastrukturelle Abgrenzung und die Einbeziehung von externen Partnern in den Geltungsbereich des ISMS, was in ISMS.1.A3 nicht behandelt wird.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,normal-SdT,teilweise,0.90,ORP.5.A9; ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,"Die IT-Grundschutz-Anforderungen ORP.5.A9 und ORP.5.A4 behandeln die Integration sicherheitsrelevanter Vorgaben in Geschäftsprozesse und geben Hinweise zur Implementierung eines umfassenden Compliance- und Managementsystems. Diese Themen überschneiden sich mit Aspekten der Anforderung GC.5.1, allerdings wird die spezifische methodische und prozessorientierte Vorgehensweise zur Schutzbedarfseinstufung nicht in ausreichender Tiefe oder Klarheit beschrieben.",Die methodische Vorgehensweise zur Einstufung und die detaillierten Kriterien zur Abgrenzung von Schutzklassen (normal/hoch) werden in den identifizierten Anforderungen nicht behandelt.,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.5.1.1,Festlegung der Geschäftsprozesse,normal-SdT,keine,0.90,,,"Die Grundschutz++-Anforderung bezieht sich speziell auf die Festlegung der Geschäftsprozesse im Rahmen von Informationssicherheitsmanagements, was in keinem der gelisteten grundlegenden IT-Grundschutz-Kandidaten spezifisch behandelt wird.",Keiner der betrachteten Kandidaten deckt den spezifischen Aspekt der Identifikation und Festlegung von Geschäftsprozessen als Bestandteil der Governance und Compliance im Kontext der Informationssicherheitsklassifizierung ab.,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,teilweise,0.80,ISMS.1.A2; OPS.3.2.A1,ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; OPS.3.2.A1: Einhaltung der Schutzziele der Informationssicherheit durch ein Informationssicherheitsmanagement,"Die Anforderung GC.5.1.2 verlangt die systematische Einstufung des Schutzbedarfs von Geschäftsprozessen und Informationsarten. ISMS.1.A2 deckt teilweise Aspekte wie die Erarbeitung von Sicherheitszielen und organisatorischen Rahmenbedingungen ab. OPS.3.2.A1 spricht den Schutzbedarf im Outsourcing-Prozess an. Beide adressieren also Ansätze zur Bestimmung des Schutzbedarfs, jedoch fehlen detaillierte Vorgaben zur konkreten Methodik, wie sie in GC.5.1.2 beschrieben sind.",Die spezifische Methodik zur Einstufung des Schutzbedarfs in den Stufen 'normal' oder 'hoch' sowie die Beteiligung der Institutionsleitung sind nicht vollständig abgedeckt.,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,teilweise,0.85,ISMS.1.A10,ISMS.1.A10: Erstellung eines Sicherheitskonzepts,Die Anforderungen der IT-Grundschutzmaßnahme ISMS.1.A10 umfassen die Erstellung eines Sicherheitskonzepts basierend auf einer Risiko- und Schutzbedarfsanalyse. Dies erfasst teilweise den Aspekt der GS++-Anforderung bezüglich einer dedizierten Risikobetrachtung von Geschäftsprozessen mit hohem Schutzbedarf.,"Die GS+ Anforderung spezifziert zusätzliche Vorgaben, insbesondere dass die Risikomethodik in einem separaten Dokument verbindlich geregelt sein muss, was nicht vollständig von ISMS.1.A10 abgedeckt ist. Weitere spezifische Details zur Methodik der Risikobetrachtung fehlen in ISMS.1.A10.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,teilweise,0.90,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die Forderung nach der Festlegung von Sicherheitszielen wird in der IT-Grundschutz-Anforderung ISMS.1.A3 bezüglich der Sicherheitsleitlinie adressiert, wobei einige Details, wie z. B. Messbarkeit und konkrete Ziele, nicht hinreichend behandelt werden.","Die IT-Grundschutz-Anforderung ISMS.1.A3 behandelt die Festlegung von Sicherheitszielen, jedoch fehlen spezifische Anforderungen zur Messbarkeit und zur methodischen Ansprache verschiedener Stakeholder, wie in der GS++-Anforderung beschrieben.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.95,ISMS.1.A2,ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie,"Die GS++-Anforderung GC.6.1.1 verlangt die Festlegung einer Sicherheitsstrategie zur Erreichung der Informationssicherheitsziele in Kooperation mit der Führung der Institution. Die GS-Anforderung ISMS.1.A2 beinhaltet ebenso die Vorgabe, dass die Institutionsleitung geeignete Sicherheitsziele und Strategiepläne festlegt, was die Inhalte der GS++-Anforderung vollständig abdeckt.",,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,0.95,ISMS.1.A1,ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung,"Die Grundschutz-Anforderung ISMS.1.A1 deckt die Kernpunkte der GC.6.1.2 ab, da sie die Übernahme der Gesamtverantwortung durch die Institutionsleitung sowie die Bereitstellung von Ressourcen und das Fördern des Sicherheitsprozesses beschreibt.","Keine zusätzlichen Inhalte der GC.6.1.2 sind unbeachtet in ISMS.1.A1 aufgeführt, daher wird keine Lücke erkannt.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.90,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die GS++-Anforderung ""Erstellung einer Sicherheitsleitlinie"" wird durch die GS-Anforderung ISMS.1.A3 ""Erstellung einer Leitlinie zur Informationssicherheit"" inhaltlich vollständig abgedeckt, da beide die Notwendigkeit zur Erstellung einer umfassenden Sicherheitsleitlinie mit allen wesentlichen Anforderungen und Eigenschaften betonen.",,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.95,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die Anforderung ISMS.1.A3 aus dem IT-Grundschutz-Kompendium adressiert explizit die Freigabe und Verabschiedung einer Sicherheitsleitlinie durch die Institutionsleitung, einschließlich der Festlegung von Zielen für die Informationssicherheit. Dies deckt die Vorgaben der GS++-Anforderung GC.6.1.4 vollständig ab.",,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.85,ORP.5.A4; ORP.5.A1,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A1: Identifikation der Rahmenbedingungen,"Die Grundschutzanforderungen ORP.5.A4 (Konzeption und Organisation des Compliance Managements) und ORP.5.A1 (Identifikation der Rahmenbedingungen) decken Teile der geforderten Prozesse und Organisationen für das Compliance Management ab, jedoch konzentrieren sie sich nicht explizit auf die Sammlung, Integration und Priorisierung aller für das ISMS relevanten Rahmenbedingungen in der von GC.7.1 geforderten Tiefe.","Die klare Aufforderung zur Priorisierung und Integration der Rahmenbedingungen sowie Angaben zu konkreten Verfahren oder Methoden fehlen in den IT-Grundschutz-Anforderungen, daher erfolgt nur eine teilweise Abdeckung der Anforderung GC.7.1 durch IT-Grundschutz-Anforderungen. Zusätzliche Details zur Umsetzung und Prozessintegration der 'Governance und Compliance' sowie spezifische Guidelines zur priorisierten Verankerung wären erforderlich, um die Übereinstimmung als vollständig zu bewerten.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,teilweise,0.80,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,"Die Anforderung ORP.5.A4 bezieht sich auf die Identifizierung und Strukturierung gesetzlicher, vertraglicher und sonstiger Vorgaben, die das Informationssicherheitsmanagement betreffen und dadurch Compliance-Aspekte zusammenfasst. Dies deckt teilweise die Analyse gesetzlicher Verpflichtungen ab, jedoch fehlt die explizite Betonung der Dokumentation und des Bezugs zur Vielzahl typischer Regularien, wie in GC.7.1.1 beschrieben.","Die spezifische Betonung und Auflistung der von GC.7.1.1 genannten Regularien und ihre direkte Dokumentationsverpflichtung werden nicht vollständig von ORP.5.A4 abgedeckt. Details zu Europarechtsakten oder allgemeinen Regelungen fehlen ebenfalls explizit in ORP.5.A4 und müssten separat analysiert werden, um einen vollständigen Bezug zu ermöglichen.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,keine,1.00,,,Nach Analyse der gegebenen Grundschutz Anforderungen und der beschriebenen Grundschutz++ Anforderung gibt es keine inhaltliche Übereinstimmung hinsichtlich der vorgeschriebenen Anhörung zuständiger Stellen bei der Dokumentation der Compliance-Verpflichtungen.,"Keine bestehende Grundschutz-Anforderung beschreibt spezifisch die Pflicht zur Anhörung solcher Stellen, wie in der Grundschutz++-Anforderung dargestellt.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,teilweise,0.95,2,,"Die IT-Grundschutz-Anforderung ORP.5.A4 thematisiert die Identifikation und Organisation hinsichtlich vertraglicher und sonstiger Vorgaben, welche jedoch nur teilweise mit der GS++-Anforderung übereinstimmen, die eine Dokumentation vertraglicher Verpflichtungen fordert.","Die GS++-Anforderung betont explizit die Dokumentation vertraglicher Verpflichtungen, ein Aspekt, der in ORP.5.A4 nicht vollständig berücksichtigt ist.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.80,ORP.5.A8; ORP.5.A4; DER.1.A7,ORP.5.A8: Regelmäßige Überprüfungen des Compliance Managements; ORP.5.A4: Konzeption und Organisation des Compliance Managements; DER.1.A7: Schulung von Zuständigen,"Die genannten Anforderungen addressieren relevante Aspekte wie die Schulung von Zuständigen und die Organisation von Compliance-Regeln, decken jedoch nicht alle spezifischen Verfahren der Prävention ab.","Es fehlen spezifische Verfahren wie Berücksichtigung in Prozessen und Förderung der Fehlerkultur, die in der GS++-Anforderung erwähnt werden.",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.8.1,Verfahren zur Ressourcenplanung,normal-SdT,teilweise,0.90,OPS.1.1.1.A4; ISMS.1.A15,OPS.1.1.1.A4: Bereitstellen ausreichender Personal- und Sachressourcen; ISMS.1.A15: Wirtschaftlicher Einsatz von Ressourcen für Informationssicherheit,"Mehrere Anforderungen des klassischen Grundschutz decken Aspekte der Ressourcenplanung ab, insbesondere hinsichtlich Bereitstellung und Wirtschaftlichkeit. Jedoch fehlt eine umfängliche Abdeckung aller Aspekte, wie beispielsweise eine systematische Verankerung eines kontinuierlichen Verfahrens.","Es fehlt eine umfassende methodische Beschreibung zur kontinuierlichen Planung und Überwachung sowie die explizite Integration dieses Verfahrens in die Strukturen des ISMS. Einige Anforderungen behandeln Ressourcenplanung eher allgemein oder im Kontext spezifischer Maßnahmen (z.B., IT-Betrieb, IT-Sicherheit).",gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.8.1.1,Festlegung von Rollen und Zuständigkeiten,normal-SdT,teilweise,0.90,OPS.1.1.1.A1; ISMS.1.A6,OPS.1.1.1.A1: Festlegung der Aufgaben und Zuständigkeiten des IT-Betriebs; ISMS.1.A6: Aufbau einer geeigneten Organisationsstruktur für Informationssicherheit,"Die GS++-Anforderung fokussiert sich auf die generelle Festlegung von Rollen, Zuständigkeiten und Kompetenzen innerhalb des ISMS. Während Kandidat ISMS.1.A6 sich auf die allgemeine Sicherheitsorganisation innerhalb eines ISMS bezieht und somit zentrale Kernaspekte der GS++-Anforderung abdeckt, fokussiert sich OPS.1.1.1.A1 auf detaillierte Organisationsaspekte im IT-Betrieb, die Teilaspekte unterstützen.",Die GS++-Anforderung betont die Zuweisung und Dokumentation von Rollen und Kompetenzen sowie deren Integration ins ISMS spezifisch. Nicht alle Kandidaten umfassen direkt die strategischen Anforderungen und Governance-Aspekte eines ISMS umfassend genug.,gpt-4o-2024-11-20,2026-04-21T09:31:05
GC.8.1.1.1,Informationssicherheitsbeauftragter,normal-SdT,voll,0.95,1,,"Die Anforderung GC.8.1.1.1 beschreibt die Notwendigkeit eines Informationssicherheitsbeauftragten (ISB), welcher für die operative Koordination und Steuerung der Informationssicherheit zuständig ist und der Institutionsleitung berichtet. Die IT-Grundschutz-Anforderung ISMS.1.A4 ('Benennung eines oder einer Informationssicherheitsbeauftragten') deckt diese Anforderungen vollständig ab: Sie erwähnt die Pflicht zur Benennung eines oder einer ISB, spezifiziert ihre Aufgaben ähnlich und sieht eine direkte Berichtslinie zur Institutionsleitung vor.",Keine Lücken in der Abdeckung identifiziert.,gpt-4o-2024-11-20,2026-04-21T09:31:05
